"Artikel-Nr";"Bezeichnung";"Langtext";"Zugangslager";"Abgangslager";"Maﬂeinheit";"Anzahl pro Maﬂeinheit";"Grundeinheit";"Verpackungseinheit";"EAN";"Hersteller";"Herstellernummer";"Kontenzuordnung";"Kontenzuordnung Kasse";"Leistung";"Bestandsf¸hrung";"Negativbestand erlaubt";"Rabattf‰hig";"Gewicht";"L‰nge";"Breite";"Hˆhe";"Erstellt am";"Zuletzt aktualisiert am";"Bestand: Hauptlager";"Meldebestand: Hauptlager";"Preis: Endkundenpreis";"Warenwert: Hauptlager";"Warenwert Gesamt:";"Einkauf Lieferant 0";"Einkauf Lieferant Nummer 0";"Einkauf VPE0";"Einkauf Bestellnummer 0";"Einkauf Preis 0";"Einkauf Rabatt 0";"Einkauf Menge 0"
"14643";"CAP ORANG JUAL SATE, Sojaso";"";"Hauptlager";"Hauptlager";"";"";"";"";"";"";"";"20000";"";0;1;1;1;"0";0;0;0;"2020-12-14T23:38:19.333Z";"2021-12-28T17:41:19.363Z";"0";"";"2,49";;"0";;;;;;;
"21063";"DUA BELIBIS, Chilisauce, 135ml";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion pro 1EL ( 10gr)</p>\n<table id=""nutrition-facts""><tbody><tr><td class=""col-1"">Kalorien</td>\n<td class=""col-2"">442kcal†</td>\n<td class=""col-1"">Natrium</td>\n<td class=""col-2"">8 mg</td>\n</tr><tr><td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">12 g</td>\n<td class=""col-1"">Kalium</td>\n<td class=""col-2"">113 mg</td>\n</tr><tr><td class=""col-1 sub"">† †Ges‰ttigte</td>\n<td class=""col-2"">3 g</td>\n<td class=""col-1"">Kohlenhydrate gesamt</td>\n<td class=""col-2"">19 g</td>\n</tr><tr><td class=""col-1 sub"">† †Mehrfach unges‰ttigte</td>\n<td class=""col-2"">5 g</td>\n<td class=""col-1"">Ballaststoffe</td>\n<td class=""col-2"">2 g</td>\n</tr><tr><td class=""col-1 sub"">† †Einfach unges‰ttigte</td>\n<td class=""col-2"">3 g</td>\n<td class=""col-1"">Zucker</td>\n<td class=""col-2"">9 g</td>\n</tr><tr><td class=""col-1 sub"">† †Trans</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">13 g</td>\n</tr><tr class=""last""><td class=""col-1"">Cholesterin</td>\n<td class=""col-2"">0 mg</td>\n<td class=""col-1"">Sodium</td>\n<td class=""col-2"">†0 mg</td>\n</tr><tr class=""alt""><td class=""col-1"">Vitamin A</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Kalzium</td>\n<td class=""col-2"">2%</td>\n</tr><tr class=""last""><td class=""col-1"">Vitamin C</td>\n<td class=""col-2"">9%</td>\n<td class=""col-1"">Eisen</td>\n<td class=""col-2"">1%</td>\n</tr></tbody></table></div>\n<p>Ursprungsland : Indonesien <br /> Hersteller/Importer: PT. Gunacipta Multirasa <br /> Jl. Faliman Jaya No. 1 Daan Mogot KM 19, Jurumudi - Tangerang 15124, Tangerang, Indonesia. <br />p: (+6221) 544 2573-75</p>";"Hauptlager";"Hauptlager";"";"";"";"";"8992984910241";"DUA BELIBIS";"";"20000";"";0;1;1;1;"0";0;0;0;"2020-12-14T23:38:19.376Z";"2021-12-28T17:41:20.174Z";"0";"";"1,93";;"0";;;;;;;
"14644";"BANGO, suesse Sojasosse, 135 ml";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion per 14 ml†</p>\n<table id=""nutrition-facts""><tbody><tr><td class=""col-1"">Kalorien</td>\n<td class=""col-2"">60 kcal†</td>\n<td class=""col-1"">Natrium</td>\n<td class=""col-2"">400 mg</td>\n</tr><tr><td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Kalium</td>\n<td class=""col-2"">0 mg</td>\n</tr><tr><td class=""col-1 sub"">† †Ges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Kohlenhydrate gesamt†</td>\n<td class=""col-2"">15 g</td>\n</tr><tr><td class=""col-1 sub"">† †Mehrfach unges‰ttigte†</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Ballaststoffe</td>\n<td class=""col-2"">0 g</td>\n</tr><tr><td class=""col-1 sub"">† †Einfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Zucker</td>\n<td class=""col-2"">13 g</td>\n</tr><tr><td class=""col-1 sub"">† †Trans</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">0 g</td>\n</tr><tr class=""last""><td class=""col-1"">Cholesterin</td>\n<td class=""col-2"">0 mg</td>\n<td class=""col-1"">Salz</td>\n<td class=""col-2"">0 g</td>\n</tr><tr class=""alt""><td class=""col-1"">Vitamin A</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Kalzium</td>\n<td class=""col-2"">0%</td>\n</tr><tr class=""last""><td class=""col-1"">Vitamin C</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Eisen</td>\n<td class=""col-2"">0%</td>\n</tr></tbody></table><p>Ursprungsland : Indonesien <br /> Hersteller/Importer: PT. Anugrah Mutu Bersama <br /> Subang 41272, Jawa Berat, Indonesia. <br />p: +62 21 52995299</p>\n</div>";"Hauptlager";"Hauptlager";"";"";"";"";"";"BANGO";"";"20000";"";0;1;1;1;"0,135";0;0;0;"2020-12-14T23:38:19.419Z";"2021-12-28T17:41:20.952Z";"0";"";"1,93";;"0";;;;;;;
"14645";"ABC, salzige Sojasosse, 135 ml";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion pro 1EL</p>\n<div class=""col-1"">\n<div id=""nutrition_info"">\n<table id=""nutrition-facts""><tbody><tr><td class=""col-1"">Kalorien</td>\n<td class=""col-2"">100 kcl</td>\n<td class=""col-1"">Natrium</td>\n<td class=""col-2"">450 mg</td>\n</tr><tr><td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">6 g</td>\n<td class=""col-1"">Kalium</td>\n<td class=""col-2"">0 mg</td>\n</tr><tr><td class=""col-1 sub"">Ges‰ttigte</td>\n<td class=""col-2"">2 g</td>\n<td class=""col-1"">Kohlenhydrate gesamt</td>\n<td class=""col-2"">2 g</td>\n</tr><tr><td class=""col-1 sub"">Mehrfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Ballaststoffe</td>\n<td class=""col-2"">0 g</td>\n</tr><tr><td class=""col-1 sub"">Einfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Zucker</td>\n<td class=""col-2"">1 g</td>\n</tr><tr><td class=""col-1 sub"">Trans</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">11 g</td>\n</tr><tr class=""last""><td class=""col-1"">Cholesterin</td>\n<td class=""col-2"">55 mg</td>\n<td class=""col-1"">Sodium</td>\n<td class=""col-2"">0 mg</td>\n</tr><tr class=""alt""><td class=""col-1"">Vitamin A</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Kalzium</td>\n<td class=""col-2"">0%</td>\n</tr><tr class=""last""><td class=""col-1"">Vitamin C</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Eisen</td>\n<td class=""col-2"">6%</td>\n</tr></tbody></table></div>\n<p>Ursprungsland : Indonesien <br /> Hersteller/Importer: PT. Heinz ABC Indonesia <br /> Jalan Bendungan Walahar, RT.007/RW.002, Walahar, Klari, Kabupaten Karawang, Jawa Barat 41371, Indonesia. <br />p: (+62 267 431431</p>\n</div>\n</div>";"Hauptlager";"Hauptlager";"";"";"";"";"";"ABC";"";"20000";"";0;1;1;1;"0,25";0;0;0;"2020-12-14T23:38:19.473Z";"2021-12-28T17:41:24.294Z";"0";"";"1,69";;"0";;;;;;;
"14646";"THAI DANCER, Tamarind paste 270g";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion per 100 g</p>\n<table id=""nutrition-facts""><tbody><tr><td class=""col-1"">Kalorien</td>\n<td class=""col-2"">93 kcal†</td>\n<td class=""col-1"">Natrium</td>\n<td class=""col-2"">300 mg</td>\n</tr><tr><td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Kalium</td>\n<td class=""col-2"">0 mg</td>\n</tr><tr><td class=""col-1 sub"">† †Ges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Kohlenhydrate gesamt</td>\n<td class=""col-2"">21 g</td>\n</tr><tr><td class=""col-1 sub"">† †Mehrfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Ballaststoffe</td>\n<td class=""col-2"">4 g</td>\n</tr><tr><td class=""col-1 sub"">† †Einfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Zucker</td>\n<td class=""col-2"">14 g</td>\n</tr><tr><td class=""col-1 sub"">† †Trans</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">1 g</td>\n</tr><tr class=""last""><td class=""col-1"">Cholesterin</td>\n<td class=""col-2"">0 mg</td>\n<td class=""col-1"">†</td>\n<td class=""col-2"">†</td>\n</tr><tr class=""alt""><td class=""col-1"">Vitamin A</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Kalzium</td>\n<td class=""col-2"">0%</td>\n</tr><tr class=""last""><td class=""col-1"">Vitamin C</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Eisen</td>\n<td class=""col-2"">0%</td>\n</tr></tbody></table><p>Ursprungsland : Thailand†<br /> Hersteller/Importer: Heuschen &amp; Schrouff OFT B.V. <br /> PO Box 30202 / 6370 KE Landgraaf, Holland. <br />p: 0031-(0)45-5338283 <br />e: sales@heuschenschrouff.com</p>\n</div>";"Hauptlager";"Hauptlager";"";"";"";"";"";"";"";"20000";"";0;1;1;1;"0";0;0;0;"2020-12-14T23:38:19.517Z";"2021-12-28T17:41:25.120Z";"0";"";"2,59";;"0";;;;;;;
"14647";"Flying Goose Brand, Sriracha Chillisauce, 455ml";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion per 100 ml†</p>\n<table id=""nutrition-facts""><tbody><tr><td class=""col-1"">Kalorien</td>\n<td class=""col-2"">122 kcal†</td>\n<td class=""col-1"">Natrium</td>\n<td class=""col-2"">0 mg</td>\n</tr><tr><td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">1,3 g</td>\n<td class=""col-1"">Kalium</td>\n<td class=""col-2"">0 mg</td>\n</tr><tr><td class=""col-1 sub"">† †Ges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Kohlenhydrate gesamt</td>\n<td class=""col-2"">23 g</td>\n</tr><tr><td class=""col-1 sub"">† †Mehrfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Ballaststoffe</td>\n<td class=""col-2"">6 g</td>\n</tr><tr><td class=""col-1 sub"">† †Einfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Zucker</td>\n<td class=""col-2"">18 g</td>\n</tr><tr><td class=""col-1 sub"">† †Trans</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">1,8 g</td>\n</tr><tr class=""last""><td class=""col-1"">Cholesterin</td>\n<td class=""col-2"">0 mg</td>\n<td class=""col-1"">Salz</td>\n<td class=""col-2"">7,3 g</td>\n</tr><tr class=""alt""><td class=""col-1"">Vitamin A</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Kalzium</td>\n<td class=""col-2"">0%</td>\n</tr><tr class=""last""><td class=""col-1"">Vitamin C</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Eisen</td>\n<td class=""col-2"">0%</td>\n</tr></tbody></table><p>Ursprungsland : Thailand†<br /> Hersteller/Importer: Exotic Food PCL.<br />49/42 Moo 5, Tung Sukala Sriracha, Chonburi 20230, Thailand.††<br />p: +66 2 650 7779<br />e: info@exoticfoodthailand.com</p>\n</div>";"Hauptlager";"Hauptlager";"";"";"";"";"";"";"";"20000";"";0;1;1;1;"0";0;0;0;"2020-12-14T23:38:19.569Z";"2021-12-28T17:41:25.976Z";"0";"";"2,89";;"0";;;;;;;
"21058";"Flying Goose Brand, Sriracha Chillisauce, 200 ml";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion per 100 ml</p>\n<table id=""nutrition-facts"">\n<tbody>\n<tr>\n<td class=""col-1"">Kalorien</td>\n<td class=""col-2"">139 kcal</td>\n<td class=""col-1"">Natrium</td>\n<td class=""col-2"">0 mg</td>\n</tr>\n<tr>\n<td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">1,2 g</td>\n<td class=""col-1"">Kalium</td>\n<td class=""col-2"">0 mg</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Ges‰ttigte</td>\n<td class=""col-2"">0,2 g</td>\n<td class=""col-1"">Kohlenhydrate gesamt</td>\n<td class=""col-2"">28 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Mehrfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Ballaststoffe</td>\n<td class=""col-2"">6 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Einfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Zucker</td>\n<td class=""col-2"">22 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Trans</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">2,3 g</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Cholesterin</td>\n<td class=""col-2"">0 mg</td>\n<td class=""col-1"">Salz</td>\n<td class=""col-2"">7,3 g</td>\n</tr>\n<tr class=""alt"">\n<td class=""col-1"">Vitamin A</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Kalzium</td>\n<td class=""col-2"">0%</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Vitamin C</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Eisen</td>\n<td class=""col-2"">0%</td>\n</tr>\n</tbody>\n</table>\n<p>Ursprungsland : Thailand <br /> Hersteller/Importer: Exotic Food PCL.<br />49/42 Moo 5, Tung Sukala Sriracha, Chonburi 20230, Thailand. <br />p: +66 2 650 7779<br />e: info@exoticfoodthailand.com</p>\n</div>";"Hauptlager";"Hauptlager";"";"";"";"";"8853662056005";"Flying Goose Brand";"";"20000";"";0;1;1;1;"0,258";0;0;0;"2020-12-14T23:38:19.600Z";"2022-01-17T15:45:46.197Z";"0";"";"1,99";;"0";;;;;;;
"14648";"KOKITA Scharf Sojaso";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion per 5 g</p>\n<table id=""nutrition-facts""><tbody><tr><td class=""col-1"">Kalorien</td>\n<td class=""col-2"">10 kcal†</td>\n<td class=""col-1"">Natrium</td>\n<td class=""col-2"">95 mg</td>\n</tr><tr><td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Kalium</td>\n<td class=""col-2"">25 mg</td>\n</tr><tr><td class=""col-1 sub"">† †Ges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Kohlenhydrate gesamt</td>\n<td class=""col-2"">2 g</td>\n</tr><tr><td class=""col-1 sub"">† †Mehrfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Ballaststoffe</td>\n<td class=""col-2"">0 g</td>\n</tr><tr><td class=""col-1 sub"">† †Einfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Zucker</td>\n<td class=""col-2"">1 g</td>\n</tr><tr><td class=""col-1 sub"">† †Trans</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">0 g</td>\n</tr><tr class=""last""><td class=""col-1"">Cholesterin</td>\n<td class=""col-2"">0 mg</td>\n<td class=""col-1"">†</td>\n<td class=""col-2"">†</td>\n</tr><tr class=""alt""><td class=""col-1"">Vitamin A</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Kalzium</td>\n<td class=""col-2"">0%</td>\n</tr><tr class=""last""><td class=""col-1"">Vitamin C</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Eisen</td>\n<td class=""col-2"">0%</td>\n</tr></tbody></table><p>Ursprungsland : Indonesien <br /> Hersteller/Importer: PT. Ikafood Putramas<br />Jl. Panyawungan No.6, Cileunyi Wetan, Cileunyi, Bandung, Jawa Barat 40393, Indonesia<br />p:†+62 22 7797088</p>\n</div>";"Hauptlager";"Hauptlager";"";"";"";"";"";"";"";"20000";"";0;1;1;1;"0";0;0;0;"2020-12-14T23:38:19.664Z";"2021-12-28T17:41:27.615Z";"0";"";"3,5";;"0";;;;;;;
"14649";"NESIA, Chilipaste Padang, 250 g";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion per 100 g</p>\n<table id=""nutrition-facts""><tbody><tr><td class=""col-1"">Kalorien</td>\n<td class=""col-2"">691 kcal†</td>\n<td class=""col-1"">Natrium</td>\n<td class=""col-2"">1611 mg</td>\n</tr><tr><td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">14 g</td>\n<td class=""col-1"">Kalium</td>\n<td class=""col-2"">0 mg</td>\n</tr><tr><td class=""col-1 sub"">† †Ges‰ttigte</td>\n<td class=""col-2"">2 g</td>\n<td class=""col-1"">Kohlenhydrate gesamt</td>\n<td class=""col-2"">7 g</td>\n</tr><tr><td class=""col-1 sub"">† †Mehrfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Ballaststoffe</td>\n<td class=""col-2"">6 g</td>\n</tr><tr><td class=""col-1 sub"">† †Einfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Zucker</td>\n<td class=""col-2"">4 g</td>\n</tr><tr><td class=""col-1 sub"">† †Trans</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">2 g</td>\n</tr><tr class=""last""><td class=""col-1"">Cholesterin</td>\n<td class=""col-2"">2 mg</td>\n<td class=""col-1"">†</td>\n<td class=""col-2"">†</td>\n</tr><tr class=""alt""><td class=""col-1"">Vitamin A</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Kalzium</td>\n<td class=""col-2"">0%</td>\n</tr><tr class=""last""><td class=""col-1"">Vitamin C</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Eisen</td>\n<td class=""col-2"">0%</td>\n</tr></tbody></table></div>\n<p>Ursprungsland : Indonesien <br /> Hersteller/Importer: PD. Setia Makmur Mandiri/Eastern Pearl VoF<br />Vuursteen 81, 2497 CZ S-Gravenhage - The Netherlands†<br /><br /></p>";"Hauptlager";"Hauptlager";"";"";"";"";"";"";"";"20000";"";0;1;1;1;"0";0;0;0;"2020-12-14T23:38:19.723Z";"2021-12-28T17:41:28.435Z";"0";"0";"3,59";;"0";;;;;;;
"13475";"Flying Goose Brand, Sriracha Chillisauce, 730ml";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion per 100 ml</p>\n<table id=""nutrition-facts""><tbody><tr><td class=""col-1"">Energie</td>\n<td class=""col-2"">139 kcal</td>\n<td class=""col-1"">Natrium</td>\n<td class=""col-2"">290 mg</td>\n</tr><tr><td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">1,2 g</td>\n<td class=""col-1"">Kalium</td>\n<td class=""col-2"">0 mg</td>\n</tr><tr><td class=""col-1 sub"">Ges‰ttigte</td>\n<td class=""col-2"">0,2 g</td>\n<td class=""col-1"">Kohlenhydrate gesamt</td>\n<td class=""col-2"">28 g</td>\n</tr><tr><td class=""col-1 sub"">Mehrfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Ballaststoffe</td>\n<td class=""col-2"">3,1 g</td>\n</tr><tr><td class=""col-1 sub"">Einfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Zucker</td>\n<td class=""col-2"">22 g</td>\n</tr><tr><td class=""col-1 sub"">Trans</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">2,3 g</td>\n</tr><tr class=""last""><td class=""col-1"">Cholesterin</td>\n<td class=""col-2"">0 mg</td>\n<td class=""col-1"">Salz</td>\n<td class=""col-2"">7,3</td>\n</tr><tr class=""alt""><td class=""col-1"">Vitamin A</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Kalzium</td>\n<td class=""col-2"">0%</td>\n</tr><tr class=""last""><td class=""col-1"">Vitamin C</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Eisen</td>\n<td class=""col-2"">0%</td>\n</tr></tbody></table><p>Ursprungsland : Thailand†<br /> Hersteller/Importer: Exotic Food PCL.<br />Rayong, Thaliand. <br /><br /></p>\n</div>";"Hauptlager";"Hauptlager";"";"";"";"";"8853662056029";"";"";"20000";"";0;1;1;1;"0,886";0;0;0;"2020-12-14T23:38:19.751Z";"2021-12-28T17:41:29.242Z";"0";"";"3,89";;"0";;;;;;;
"23034";"ABC, s¸ﬂe scharfe Sojasauce, 275 ml";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion per 100 ml</p>\n<table id=""nutrition-facts"">\n<tbody>\n<tr>\n<td class=""col-1"">Kalorien</td>\n<td class=""col-2"">322 kcal</td>\n<td class=""col-1"">Natrium</td>\n<td class=""col-2"">0 mg</td>\n</tr>\n<tr>\n<td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">0,9 g</td>\n<td class=""col-1"">Kalium</td>\n<td class=""col-2"">0 mg</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Ges‰ttigte</td>\n<td class=""col-2"">0,4 g</td>\n<td class=""col-1"">Kohlenhydrate gesamt</td>\n<td class=""col-2"">77 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Mehrfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Ballaststoffe</td>\n<td class=""col-2"">0 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Einfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Zucker</td>\n<td class=""col-2"">49 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Trans</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">1,8 g</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Cholesterin</td>\n<td class=""col-2"">0 mg</td>\n<td class=""col-1"">Salz</td>\n<td class=""col-2"">5,7 g</td>\n</tr>\n<tr class=""alt"">\n<td class=""col-1"">Vitamin A</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Kalzium</td>\n<td class=""col-2"">0%</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Vitamin C</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Eisen</td>\n<td class=""col-2"">0%</td>\n</tr>\n</tbody>\n</table>\n<p>Ursprungsland : Indonesien<br /> Hersteller/Importer: PT. Heinz ABC Indonesia. <br />Jakarta 11710,Indonesia PO BOX 4608/ JKT 10001</p>\n</div>";"Hauptlager";"Hauptlager";"";"";"";"";"8994907000046";"ABC";"";"20000";"";0;1;1;1;"0,374";0;0;0;"2020-12-14T23:38:19.780Z";"2022-06-13T10:25:16.759Z";"-15";"0";"2,59";;"0";"";"";"1";"";"1,2";;1
"21059";"HEALTY BOY BRAND, Teriyaki Soﬂe, 250 ml";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion per 100 ml</p>\n<table id=""nutrition-facts"">\n<tbody>\n<tr>\n<td class=""col-1"">Kalorien</td>\n<td class=""col-2"">126 kcal</td>\n<td class=""col-1"">Natrium</td>\n<td class=""col-2"">0 mg</td>\n</tr>\n<tr>\n<td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">0,6 g</td>\n<td class=""col-1"">Kalium</td>\n<td class=""col-2"">0 mg</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Ges‰ttigte</td>\n<td class=""col-2"">0,4 g</td>\n<td class=""col-1"">Kohlenhydrate gesamt</td>\n<td class=""col-2"">28 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Mehrfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Ballaststoffe</td>\n<td class=""col-2"">0 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Einfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Zucker</td>\n<td class=""col-2"">28 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Trans</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">3,5 g</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Cholesterin</td>\n<td class=""col-2"">0 mg</td>\n<td class=""col-1"">Salz</td>\n<td class=""col-2"">8,3 g</td>\n</tr>\n<tr class=""alt"">\n<td class=""col-1"">Vitamin A</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Kalzium</td>\n<td class=""col-2"">0%</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Vitamin C</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Eisen</td>\n<td class=""col-2"">0%</td>\n</tr>\n</tbody>\n</table>\n<div class=""pdpr-Attribute"">\n<h3 class=""pdpr-Attribute__label"">Herstellername:†</h3>\nHeuschen &amp; Schrouff OFT B.V.</div>\n<div class=""pdpr-Attribute"">\n<h3 class=""pdpr-Attribute__label"">Herstelleradresse:†</h3>\nP.O. Box 30202, 6370 KE Landgraaf - Holland</div>\n<div class=""pdpr-Attribute"">\n<h3 class=""pdpr-Attribute__label"">Anbietername:†</h3>\nAsiafoodland</div>\n<div class=""pdpr-Attribute"">\n<h3 class=""pdpr-Attribute__label"">Anbieteradresse:†</h3>\nShaNoo GmbH Delsterner Straﬂe 118, 58091 Hagen, Deutschland</div>\n</div>";"Hauptlager";"Hauptlager";"";"";"";"";"8850206224135";"HEALTHY BOY BRAND";"";"20000";"";0;1;1;1;"0,524";0;0;0;"2020-12-14T23:38:19.817Z";"2022-04-21T15:15:10.420Z";"-3";"";"2,69";;"0";;;;;;;
