"Artikel-Nr";"Bezeichnung";"Langtext";"Zugangslager";"Abgangslager";"Maﬂeinheit";"Anzahl pro Maﬂeinheit";"Grundeinheit";"Verpackungseinheit";"EAN";"Hersteller";"Herstellernummer";"Kontenzuordnung";"Kontenzuordnung Kasse";"Leistung";"Bestandsf¸hrung";"Negativbestand erlaubt";"Rabattf‰hig";"Gewicht";"L‰nge";"Breite";"Hˆhe";"Erstellt am";"Zuletzt aktualisiert am";"Bestand: Hauptlager";"Meldebestand: Hauptlager";"Preis: Endkundenpreis";"Einkauf Lieferant 0";"Einkauf Lieferant Nummer 0";"Einkauf VPE0";"Einkauf Bestellnummer 0";"Einkauf Preis 0";"Einkauf Rabatt 0";"Einkauf Menge 0";"Warenwert: Hauptlager";"Warenwert Gesamt:"
"21015";"CAP IBU, Chilipaste (Sambal) Pemuda Extra Scharf, 230 g";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion per 100 g</p>\n<table id=""nutrition-facts"">\n<tbody>\n<tr>\n<td class=""col-1"">Kalorien</td>\n<td class=""col-2"">161 kcal</td>\n<td class=""col-1"">Sodium</td>\n<td class=""col-2"">0 mg</td>\n</tr>\n<tr>\n<td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">1 g</td>\n<td class=""col-1"">Protein</td>\n<td class=""col-2"">3,5 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Ges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Kohlenhydrate gesamt</td>\n<td class=""col-2"">3 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Mehrfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Ballaststoffe</td>\n<td class=""col-2"">0 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Einfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Zucker</td>\n<td class=""col-2"">2 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Trans</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">2 %</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Cholesterin</td>\n<td class=""col-2"">0 mg</td>\n<td class=""col-1"">Salz</td>\n<td class=""col-2"">0,155 g</td>\n</tr>\n<tr class=""alt"">\n<td class=""col-1"">Energie (kj)</td>\n<td class=""col-2"">84 kj</td>\n<td class=""col-1"">Kalzium</td>\n<td class=""col-2"">0%</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Vitamin C</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Eisen</td>\n<td class=""col-2"">0%</td>\n</tr>\n</tbody>\n</table>\n<p>Ursprungsland : Indonesia <br /> Hersteller/Importer: NESIA FOOD <br />Den Haag, Netherland</p>\n</div>";"Hauptlager";"Hauptlager";"";"";"";"";"8993440110052";"CAP IBU";"";"20000";"";0;1;1;1;"0,414";0;0;0;"2021-02-19T13:53:51.438Z";"2022-06-26T11:15:17.508Z";"8";"0";"3,5";"";"";"1";"";"2,1";;1;"16,8";"16,8"
"11022";"BIHUNKU, Gebratene Instant-Reisnudeln, 60 g";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion per 60 g</p>\n<table id=""nutrition-facts"">\n<tbody>\n<tr>\n<td class=""col-1"">Kalorien</td>\n<td class=""col-2"">230 kcal</td>\n<td class=""col-1"">Natrium</td>\n<td class=""col-2"">770 mg</td>\n</tr>\n<tr>\n<td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">4 g</td>\n<td class=""col-1"">Kalium</td>\n<td class=""col-2"">0 mg</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Ges‰ttigte</td>\n<td class=""col-2"">2 g</td>\n<td class=""col-1"">Kohlenhydrate gesamt</td>\n<td class=""col-2"">47 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Mehrfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Ballaststoffe</td>\n<td class=""col-2"">0 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Einfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Zucker</td>\n<td class=""col-2"">6 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Trans</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">2 g</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Cholesterin</td>\n<td class=""col-2"">0 mg</td>\n<td class=""col-1"">Salz</td>\n<td class=""col-2"">0 g</td>\n</tr>\n<tr class=""alt"">\n<td class=""col-1"">Vitamin A</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Kalzium</td>\n<td class=""col-2"">0%</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Vitamin C</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Eisen</td>\n<td class=""col-2"">0%</td>\n</tr>\n</tbody>\n</table>\n<p>Ursprungsland : Indonesien <br /> Hersteller/Importer: NESIA FOOD<br />Oder 2, Den Haag, Nederland</p>\n</div>";"Hauptlager";"Hauptlager";"";"";"";"";"8993118731022";"TPS Food";"";"20000";"";0;1;1;1;"0,06";0;0;0;"2021-03-17T21:43:26.657Z";"2022-06-28T12:57:43.123Z";"24";"0";"0,75";;;;;;;;;"0"
"11023";"BIHUNKU, H‰hnchen Zwiebeln Instant-Reisnudeln, 55 g";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion per 55 g</p>\n<table id=""nutrition-facts"">\n<tbody>\n<tr>\n<td class=""col-1"">Kalorien</td>\n<td class=""col-2"">200 kcal</td>\n<td class=""col-1"">Natrium</td>\n<td class=""col-2"">690 mg</td>\n</tr>\n<tr>\n<td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">3,5 g</td>\n<td class=""col-1"">Kalium</td>\n<td class=""col-2"">0 mg</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Ges‰ttigte</td>\n<td class=""col-2"">1,5 g</td>\n<td class=""col-1"">Kohlenhydrate gesamt</td>\n<td class=""col-2"">39 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Mehrfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Ballaststoffe</td>\n<td class=""col-2"">0 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Einfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Zucker</td>\n<td class=""col-2"">1 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Trans</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">2 g</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Cholesterin</td>\n<td class=""col-2"">0 mg</td>\n<td class=""col-1"">Salz</td>\n<td class=""col-2"">0 g</td>\n</tr>\n<tr class=""alt"">\n<td class=""col-1"">Vitamin A</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Kalzium</td>\n<td class=""col-2"">0%</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Vitamin C</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Eisen</td>\n<td class=""col-2"">0%</td>\n</tr>\n</tbody>\n</table>\n<p>Ursprungsland : Indonesien <br /> Hersteller/Importer: NESIA FOOD<br />Oder 2, Den Haag, Nederland</p>\n</div>";"Hauptlager";"Hauptlager";"";"";"";"";"8993118731046";"TPS Food";"";"20000";"";0;1;1;1;"0,055";0;0;0;"2021-03-17T21:43:26.685Z";"2022-06-26T11:01:13.010Z";"7";"0";"0,75";;;;;;;;;"0"
"12143";"Bon Cabe, Gebratene Nudeln, 70 g";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion per 50 g</p>\n<div class=""col-1"">\n<div id=""nutrition_info"">\n<table id=""nutrition-facts""><colgroup><col class=""col-1"" /><col class=""col-2"" /><col class=""col-1"" /><col class=""col-2"" /></colgroup>\n<tbody>\n<tr>\n<td class=""col-1"">Kalorien</td>\n<td class=""col-2"">200 kcal</td>\n<td class=""col-1"">Natrium</td>\n<td class=""col-2"">620 mg</td>\n</tr>\n<tr>\n<td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">4 g</td>\n<td class=""col-1"">Kalium</td>\n<td class=""col-2"">0 mg</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Ges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Kohlenhydrate gesamt</td>\n<td class=""col-2"">26 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Mehrfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Ballaststoffe</td>\n<td class=""col-2"">2 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Einfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Zucker</td>\n<td class=""col-2"">15 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Trans</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">4 g</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Cholesterin</td>\n<td class=""col-2"">0 mg</td>\n<td class=""col-1"">†</td>\n<td class=""col-2"">†</td>\n</tr>\n</tbody>\n</table>\n</div>\n</div>\n</div>\n<p>†</p>\n<p>Ursprungsland : Indonesien <br /> Hersteller/Importer: NESIA FOOD</p>\n<p>Oder 2, Den Haag, Nederland</p>";"Hauptlager";"Hauptlager";"";"";"";"";"8995899210185";"KOBE";"";"20000";"";0;1;1;1;"0,07";0;0;0;"2021-03-17T21:43:26.711Z";"2022-06-26T11:01:13.871Z";"33";"0";"0,79";;;;;;;;;"0"
"12148";"KOBE, BonCabe Nudeln lv 15, 105 g";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion per 50 g</p>\n<div class=""col-1"">\n<div id=""nutrition_info"">\n<table id=""nutrition-facts""><colgroup><col class=""col-1"" /><col class=""col-2"" /><col class=""col-1"" /><col class=""col-2"" /></colgroup>\n<tbody>\n<tr>\n<td class=""col-1"">Kalorien</td>\n<td class=""col-2"">200 kcal</td>\n<td class=""col-1"">Natrium</td>\n<td class=""col-2"">620 mg</td>\n</tr>\n<tr>\n<td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">4 g</td>\n<td class=""col-1"">Kalium</td>\n<td class=""col-2"">0 mg</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Ges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Kohlenhydrate gesamt</td>\n<td class=""col-2"">26 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Mehrfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Ballaststoffe</td>\n<td class=""col-2"">2 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Einfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Zucker</td>\n<td class=""col-2"">15 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Trans</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">4 g</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Cholesterin</td>\n<td class=""col-2"">0 mg</td>\n<td class=""col-1""></td>\n<td class=""col-2""></td>\n</tr>\n</tbody>\n</table>\n</div>\n</div>\n</div>\n<p></p>\n<p>Ursprungsland : Indonesien <br /> Hersteller/Importer: NESIA FOOD</p>\n<p>Oder 2, Den Haag, Nederland</p>";"Hauptlager";"Hauptlager";"";"";"";"";"8995899210215";"KOBE";"";"20000";"";0;1;1;1;"0,105";0;0;0;"2021-03-17T21:43:26.743Z";"2022-06-28T14:18:18.361Z";"29";"0";"0,85";;;;;;;;;"0"
"14027";"KOBE, Weiﬂes Gew¸rzmehl , 75 g";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion per 100 gr</p>\n<table id=""nutrition-facts"">\n<tbody>\n<tr>\n<td class=""col-1"">Kalorien</td>\n<td class=""col-2"">326 kcal</td>\n<td class=""col-1"">Natrium</td>\n<td class=""col-2"">0 mg</td>\n</tr>\n<tr>\n<td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">0,88 g</td>\n<td class=""col-1"">Kalium</td>\n<td class=""col-2"">0 mg</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Ges‰ttigte</td>\n<td class=""col-2"">0,45 g</td>\n<td class=""col-1"">Kohlenhydrate gesamt</td>\n<td class=""col-2"">76,61 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Mehrfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Ballaststoffe</td>\n<td class=""col-2"">3,9 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Einfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Zucker</td>\n<td class=""col-2"">0 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Trans</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">2,81 g</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Cholesterin</td>\n<td class=""col-2"">0 mg</td>\n<td class=""col-1"">Salz</td>\n<td class=""col-2"">5,07 g</td>\n</tr>\n</tbody>\n</table>\n</div>\n<p>†</p>\n<p>Ursprungsland : Indonesien <br /> Hersteller/Importer:</p>\n<p><strong>Oriental Merchant (Europe)</strong></p>\n<p>Vorstengrafdonk 8, 5342 LT Oss, Niederlande</p>\n<p>Website: www.orientalmerchant.eu</p>";"Hauptlager";"Hauptlager";"";"";"";"";"8995899101186";"KOBE";"";"20000";"";0;1;1;1;"0,075";0;0;0;"2021-03-17T21:43:26.899Z";"2022-06-26T11:02:59.248Z";"8";"0";"1";;;;;;;;;"0"
"16071";"CAP WAYANG, Kemirinuss, 1 kg";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion per 100 g</p>\n<table id=""nutrition-facts"">\n<tbody>\n<tr>\n<td class=""col-1"">Kalorien</td>\n<td class=""col-2"">640 kcal</td>\n<td class=""col-1"">Natrium</td>\n<td class=""col-2"">0 mg</td>\n</tr>\n<tr>\n<td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">61 g</td>\n<td class=""col-1"">Kalium</td>\n<td class=""col-2"">0 mg</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Ges‰ttigte</td>\n<td class=""col-2"">10 g</td>\n<td class=""col-1"">Kohlenhydrate gesamt</td>\n<td class=""col-2"">17 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Mehrfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Ballaststoffe</td>\n<td class=""col-2"">0 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Einfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Zucker</td>\n<td class=""col-2"">4 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Trans</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">15 g</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Cholesterin</td>\n<td class=""col-2"">0 mg</td>\n<td class=""col-1"">Salz</td>\n<td class=""col-2"">0 g</td>\n</tr>\n<tr class=""alt"">\n<td class=""col-1"">Vitamin A</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Kalzium</td>\n<td class=""col-2"">0%</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Vitamin C</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Eisen</td>\n<td class=""col-2"">0%</td>\n</tr>\n</tbody>\n</table>\n<p>†</p>\n<p>Ursprungsland : Indonesien <br /> Hersteller/Importer: Baland International B.V.<br />Radarweg 1, 1042 AA Amsterdam, Holland<br />p: 0031-(0)20-4482005</p>\n</div>";"Hauptlager";"Hauptlager";"";"";"";"";"8994155200144";"CAP WAYANG";"";"20000";"";0;1;1;1;"1";0;0;0;"2021-03-17T21:43:27.069Z";"2022-06-26T10:49:52.744Z";"86";"0";"11,5";;;;;;;;;"0"
"16072";"CAP WAYANG, Kemirinuss, 500 g";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion per 100 g</p>\n<table id=""nutrition-facts"">\n<tbody>\n<tr>\n<td class=""col-1"">Kalorien</td>\n<td class=""col-2"">640 kcal</td>\n<td class=""col-1"">Natrium</td>\n<td class=""col-2"">0 mg</td>\n</tr>\n<tr>\n<td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">61 g</td>\n<td class=""col-1"">Kalium</td>\n<td class=""col-2"">0 mg</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Ges‰ttigte</td>\n<td class=""col-2"">10 g</td>\n<td class=""col-1"">Kohlenhydrate gesamt</td>\n<td class=""col-2"">17 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Mehrfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Ballaststoffe</td>\n<td class=""col-2"">0 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Einfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Zucker</td>\n<td class=""col-2"">4 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Trans</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">15 g</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Cholesterin</td>\n<td class=""col-2"">0 mg</td>\n<td class=""col-1"">Salz</td>\n<td class=""col-2"">0 g</td>\n</tr>\n<tr class=""alt"">\n<td class=""col-1"">Vitamin A</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Kalzium</td>\n<td class=""col-2"">0%</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Vitamin C</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Eisen</td>\n<td class=""col-2"">0%</td>\n</tr>\n</tbody>\n</table>\n<p>†</p>\n<p>Ursprungsland : Indonesien <br /> Hersteller/Importer: Baland International B.V.<br />Radarweg 1, 1042 AA Amsterdam, Holland<br />p: 0031-(0)20-4482005</p>\n</div>";"Hauptlager";"Hauptlager";"";"";"";"";"8994155700392";"CAP WAYANG";"";"20000";"";0;1;1;1;"0,5";0;0;0;"2021-03-17T21:43:27.109Z";"2022-06-26T10:49:53.624Z";"61";"0";"6";;;;;;;;;"0"
"16073";"CAP WAYANG, Kemirinuss, 100 g";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion per 100 g</p>\n<table id=""nutrition-facts"">\n<tbody>\n<tr>\n<td class=""col-1"">Kalorien</td>\n<td class=""col-2"">640 kcal</td>\n<td class=""col-1"">Natrium</td>\n<td class=""col-2"">0 mg</td>\n</tr>\n<tr>\n<td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">61 g</td>\n<td class=""col-1"">Kalium</td>\n<td class=""col-2"">0 mg</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Ges‰ttigte</td>\n<td class=""col-2"">10 g</td>\n<td class=""col-1"">Kohlenhydrate gesamt</td>\n<td class=""col-2"">17 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Mehrfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Ballaststoffe</td>\n<td class=""col-2"">0 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Einfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Zucker</td>\n<td class=""col-2"">4 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Trans</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">15 g</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Cholesterin</td>\n<td class=""col-2"">0 mg</td>\n<td class=""col-1"">Salz</td>\n<td class=""col-2"">0 g</td>\n</tr>\n<tr class=""alt"">\n<td class=""col-1"">Vitamin A</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Kalzium</td>\n<td class=""col-2"">0%</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Vitamin C</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Eisen</td>\n<td class=""col-2"">0%</td>\n</tr>\n</tbody>\n</table>\n<p></p>\n<p>Ursprungsland : Indonesien <br /> Hersteller/Importer: Baland International B.V.<br />Radarweg 1, 1042 AA Amsterdam, Holland<br />p: 0031-(0)20-4482005</p>\n</div>";"Hauptlager";"Hauptlager";"";"";"";"";"8994155110078";"CAP WAYANG";"";"20000";"";0;1;1;1;"0,1";0;0;0;"2021-03-17T21:43:27.137Z";"2022-06-26T11:03:01.806Z";"85";"0";"2,09";;;;;;;;;"0"
"17118";"NESIA, Schwarze Fleichsuppe Gew¸rz (Rawon), 240 g";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion per 100 g</p>\n<table id=""nutrition-facts"">\n<tbody>\n<tr>\n<td class=""col-1"">Kalorien</td>\n<td class=""col-2"">1468 kj</td>\n<td class=""col-1"">Natrium</td>\n<td class=""col-2"">0 mg</td>\n</tr>\n<tr>\n<td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">29 g</td>\n<td class=""col-1"">Kalium</td>\n<td class=""col-2"">0 mg</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Ges‰ttigte</td>\n<td class=""col-2"">14 g</td>\n<td class=""col-1"">Kohlenhydrate gesamt</td>\n<td class=""col-2"">38 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Mehrfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Ballaststoffe</td>\n<td class=""col-2"">4 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Einfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Zucker</td>\n<td class=""col-2"">10 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Trans</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">7 g</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Cholesterin</td>\n<td class=""col-2"">38 mg</td>\n<td class=""col-1"">†</td>\n<td class=""col-2"">†</td>\n</tr>\n<tr class=""alt"">\n<td class=""col-1"">Vitamin A</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Kalzium</td>\n<td class=""col-2"">0%</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Vitamin C</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Eisen</td>\n<td class=""col-2"">0 %</td>\n</tr>\n</tbody>\n</table>\n<p>Ursprungsland : Indonesien <br /> Hersteller/Importer:NESIA FOOD</p>\n</div>\n<p>†</p>";"Hauptlager";"Hauptlager";"";"";"";"";"8993440141278";"NESIA";"";"20000";"";0;1;1;1;"0,424";0;0;0;"2021-03-17T21:43:27.163Z";"2022-06-26T11:03:02.628Z";"8";"0";"3,5";;;;;;;;;"0"
"17119";"CAP IBU, Laksa Gew¸rze, 230 g";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion per 100 g</p>\n<table id=""nutrition-facts"">\n<tbody>\n<tr>\n<td class=""col-1"">Kalorien</td>\n<td class=""col-2"">265 kcal</td>\n<td class=""col-1"">Sodium</td>\n<td class=""col-2"">0 mg</td>\n</tr>\n<tr>\n<td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">4,29 g</td>\n<td class=""col-1"">Protein</td>\n<td class=""col-2"">2 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Ges‰ttigte</td>\n<td class=""col-2"">1,92 g</td>\n<td class=""col-1"">Kohlenhydrate gesamt</td>\n<td class=""col-2"">8,27 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Mehrfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Ballaststoffe</td>\n<td class=""col-2"">6 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Einfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Zucker</td>\n<td class=""col-2"">4,67 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Trans</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">1,29 g</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Cholesterin</td>\n<td class=""col-2"">0 mg</td>\n<td class=""col-1"">Salz</td>\n<td class=""col-2"">1,55 g</td>\n</tr>\n<tr class=""alt"">\n<td class=""col-1"">Energie (kj)</td>\n<td class=""col-2"">1109 kj</td>\n<td class=""col-1"">Kalzium</td>\n<td class=""col-2"">0%</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Vitamin C</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Eisen</td>\n<td class=""col-2"">0%</td>\n</tr>\n</tbody>\n</table>\n<p>Ursprungsland : Indonesia <br /> Hersteller/Importer: NESIA FOOD <br />Den Haag, Netherland</p>\n</div>";"Hauptlager";"Hauptlager";"";"";"";"";"8993440140363";"CAP IBU";"";"20000";"";0;1;1;1;"0,414";0;0;0;"2021-03-17T21:43:27.193Z";"2022-06-26T11:03:03.469Z";"1";"0";"3,5";;;;;;;;;"0"
"18034";"Royco, Rindfleischb‰llchensoﬂe, 100 g";"";"Hauptlager";"Hauptlager";"";"";"";"";"8999999035976";"";"";"20000";"";0;1;1;1;"0";0;0;0;"2021-03-17T21:43:27.275Z";"2022-06-26T10:49:54.422Z";"13";"0";"1,89";;;;;;;;;"0"
"25009";"WIJSMAN, Butter, 454 g";"";"Hauptlager";"Hauptlager";"";"";"";"";"8710917003026";"WIJSMAN";"";"20000";"";0;1;1;1;"0,53";0;0;0;"2021-03-26T20:23:57.952Z";"2022-06-26T11:10:22.931Z";"23";"0";"9,5";;;;;;;;;"0"
"25011";"OH AIK GUAN, Sesame Oil, 650 ml";"";"Hauptlager";"Hauptlager";"";"";"";"";"8888757106006";"OH AIK GUAN";"";"20000";"";0;1;1;1;"0";0;0;0;"2021-03-26T20:23:58.043Z";"2022-06-26T11:15:12.334Z";"4";"0";"5,99";;;;;;;;;"0"
"27012";"JHFoods, getrocknete Seetang Yaki Nori (Green), 25 g";"";"Hauptlager";"Hauptlager";"";"";"";"";"6927028302074";"JHFOODS";"";"20000";"";0;1;1;1;"0,025";0;0;0;"2021-03-26T20:23:58.352Z";"2022-06-26T11:08:39.540Z";"7";"0";"2,5";;;;;;;;;"0"
